,url,brand,release_date
75,https://www.amazon.in/Ambrane-ABDC-10-Charging-Transmission-Compatible/dp/B09CMP1SC8/ref=sr_1_84?qid=1672909128&s=electronics&sr=1-84,Ambrane,2021-08-14
76,https://www.amazon.in/Ambrane-Charging-Neckband-Wireless-ACT/dp/B09YLXYP7Y/ref=sr_1_85?qid=1672909128&s=electronics&sr=1-85,Ambrane,2022-04-22
77,https://www.amazon.in/TCL-inches-Certified-Android-32S5205/dp/B09ZPM4C2C/ref=sr_1_86?qid=1672909128&s=electronics&sr=1-86,32 Inches,2022-05-06
78,https://www.amazon.in/SWAPKART-Charging-Compatible-iPhone-Devices/dp/B0B2DJDCPX/ref=sr_1_87?qid=1672909128&s=electronics&sr=1-87,SWAPKART,2022-05-26
79,https://www.amazon.in/Basesailor-2nd-generation-Firestick-Remote/dp/B0BCZCQTJX/ref=sr_1_88?qid=1672909128&s=electronics&sr=1-88,Basesailor,2022-09-03
80,https://www.amazon.in/Wayona-Braided-Syncing-Charging-iPhone/dp/B07LGT55SJ/ref=sr_1_89?qid=1672909128&s=electronics&sr=1-89,Wayona,2018-10-15
81,https://www.amazon.in/FLiX-Charging-480Mbps-Devices-XCD-C12/dp/B09NKZXMWJ/ref=sr_1_90?qid=1672909128&s=electronics&sr=1-90,FLiX,2021-12-13
82,https://www.amazon.in/Skywall-81-28-inches-Smart-32SWELS-PRO/dp/B08QX1CC14/ref=sr_1_91?qid=1672909128&s=electronics&sr=1-91,32 Inches,2020-12-17
83,https://www.amazon.in/boAt-350-Cable-Carbon-Black/dp/B0974H97TJ/ref=sr_1_92?qid=1672909128&s=electronics&sr=1-92,boAt,2021-06-12
84,https://www.amazon.in/Wayona-Cable-Braided-Charger-Smartphones/dp/B07GVGTSLN/ref=sr_1_93?qid=1672909128&s=electronics&sr=1-93,Wayona,2018-08-26
85,https://www.amazon.in/OnePlus-43-inches-Android-Pro/dp/B09VCHLSJF/ref=sr_1_94?qid=1672909128&s=electronics&sr=1-94,43 Inches,2022-03-11
86,https://www.amazon.in/Acer-inches-Ultra-Android-AR50AR2851UDFL/dp/B0B1YZX72F/ref=sr_1_95?qid=1672909128&s=electronics&sr=1-95,50 Inches,2022-05-22
87,https://www.amazon.in/Samsung-inches-Crystal-Ultra-UA43AUE60AKLXL/dp/B092BJMT8Q/ref=sr_1_96?qid=1672909128&s=electronics&sr=1-96,43 Inches,2021-04-12
88,https://www.amazon.in/Lapster-compatible-OnePlus-charging-Compatible/dp/B0BMXMLSMM/ref=sr_1_97?qid=1672909129&s=electronics&sr=1-97,LS LAPSTER Quality Assured,2022-11-19
89,https://www.amazon.in/Wayona-Braided-WN3LG2-Syncing-Charging/dp/B07JH1C41D/ref=sr_1_98?qid=1672909129&s=electronics&sr=1-98,Wayona,2018-10-15
90,https://www.amazon.in/Receiver-300Mbps-802-11b-Wireless-Network/dp/B0141EZMAI/ref=sr_1_99?qid=1672909129&s=electronics&sr=1-99,AirCase,2015-08-17
91,https://www.amazon.in/OnePlus-inches-Smart-Android-Black/dp/B09Q5P2MT3/ref=sr_1_100?qid=1672909129&s=electronics&sr=1-100,43 Inches,2022-01-11
92,https://www.amazon.in/Deuce-300-Resistant-Transmission-Mercurial/dp/B08HDH26JX/ref=sr_1_101?qid=1672909129&s=electronics&sr=1-101,boAt,2020-09-03
93,https://www.amazon.in/Lapster-Micro-SuperSpeed-hard-cable/dp/B09VT6JKRP/ref=sr_1_102?qid=1672909129&s=electronics&sr=1-102,LS LAPSTER Quality Assured,2022-03-17
94,https://www.amazon.in/TCL-inches-Certified-Android-40S6505/dp/B09T3KB6JZ/ref=sr_1_103?qid=1672909129&s=electronics&sr=1-103,40 Inches,2021-06-10
95,https://www.amazon.in/ZEBRONICS-ZEB-USB150WF1-Supports-encryption-Standards/dp/B093QCY6YJ/ref=sr_1_104?qid=1672909129&s=electronics&sr=1-104,ZEBRONICS,2021-04-28
96,https://www.amazon.in/LOHAYA-Remote-Compatible-Control-Please/dp/B093ZNQZ2Y/ref=sr_1_108?qid=1672909129&s=electronics&sr=1-108,LOHAYA,2021-05-03
97,https://www.amazon.in/Gilary-Charging-Braided-Magnetic-Charger/dp/B08LKS3LSP/ref=sr_1_109?qid=1672909129&s=electronics&sr=1-109,Gilary,2020-10-21
98,https://www.amazon.in/TP-Link-TL-UE300-Gigabit-Ethernet-Network/dp/B00V4BGDKU/ref=sr_1_110?qid=1672909129&s=electronics&sr=1-110,TP-Link,2015-05-27
99,https://www.amazon.in/Wayona-charging-Nylon-Braided-iPhone/dp/B08CHKQ8D4/ref=sr_1_111?qid=1672909129&s=electronics&sr=1-111,Wayona,2020-12-21
100,https://www.amazon.in/Dealfreez-Compatible-Silicone-Anti-Lost-D-Black/dp/B09BW334ML/ref=sr_1_112?qid=1672909129&s=electronics&sr=1-112,DEALFREEZ,2021-08-04
101,https://www.amazon.in/AmazonBasics-Nylon-Braided-Lightning-Cable/dp/B082T6GVLJ/ref=sr_1_113?qid=1672909129&s=electronics&sr=1-113,amazon basics,2023-09-20
102,https://www.amazon.in/Isoelite-Remote-Compatible-Samsung-Control/dp/B07DL1KC3H/ref=sr_1_114?qid=1672909129&s=electronics&sr=1-114,Isoelite,2018-06-06
103,https://www.amazon.in/MI-inches-Smart-Android-Bezel-Less/dp/B0B6F98KJJ/ref=sr_1_115?qid=1672909129&s=electronics&sr=1-115,40 Inches,2022-07-13
104,https://www.amazon.in/Wayona-Nylon-Braided-Charging-iPhones/dp/B07JNVF678/ref=sr_1_117?qid=1672909129&s=electronics&sr=1-117,Wayona,2018-10-23
105,https://www.amazon.in/Wayona-Charging-Charger-Compatible-Samsung/dp/B09QGZFBPM/ref=sr_1_118?qid=1672909129&s=electronics&sr=1-118,Wayona,2021-02-12
106,https://www.amazon.in/Wayona-Braided-WN6LG1-Syncing-Charging/dp/B07JGDB5M1/ref=sr_1_119?qid=1672909129&s=electronics&sr=1-119,Wayona,2018-10-15
107,https://www.amazon.in/CROSSVOLT-Compatible-Charging-Supported-Devices/dp/B0981XSZJ7/ref=sr_1_120?qid=1672909129&s=electronics&sr=1-120,CROSSVOLT,2021-06-27
108,https://www.amazon.in/VU-inches-GloLED-Google-55GloLED/dp/B0B9XLX8VR/ref=sr_1_121?qid=1672909130&s=electronics&sr=1-121,55 Inches,2022-08-17
109,https://www.amazon.in/Solero-T241-Charging-480Mbps-Durable/dp/B08Y5KXR6Z/ref=sr_1_122?qid=1672909130&s=electronics&sr=1-122,pTron,2021-03-05
110,https://www.amazon.in/Croma-Inches-Ready-CREL7369-Black/dp/B09F6VHQXB/ref=sr_1_123?qid=1672909130&s=electronics&sr=1-123,32 Inches,2021-02-26
111,https://www.amazon.in/boAt-Type-c-A400-Cable-Carbon/dp/B0974G5Q2Y/ref=sr_1_124?qid=1672909130&s=electronics&sr=1-124,boAt,2021-01-26
112,https://www.amazon.in/LG-inches-Ready-32LQ576BPSA-Ceramic/dp/B09YL9SN9B/ref=sr_1_125?qid=1672909130&s=electronics&sr=1-125,32 Inches,2022-04-21
113,https://www.amazon.in/boAt-A750-Resistant-Tangle-free-Transmission/dp/B09RX1FK54/ref=sr_1_126?qid=1672909130&s=electronics&sr=1-126,boAt,2022-02-07
114,https://www.amazon.in/Cotbolt-Silicone-Protective-Shockproof-Waterproof/dp/B09TT6BFDX/ref=sr_1_127?qid=1672909130&s=electronics&sr=1-127,Cotbolt,2022-03-02
115,https://www.amazon.in/Portronics-Konnect-POR-1403-Charging-Function/dp/B09KH58JZR/ref=sr_1_129?qid=1672909130&s=electronics&sr=1-129,Portronics,2020-07-05
116,https://www.amazon.in/Electvision-Remote-Control-Compatible-Pairing/dp/B09DDCQFMT/ref=sr_1_130?qid=1672909130&s=electronics&sr=1-130,Electvision,2021-06-22
117,https://www.amazon.in/Retractable-Multiple-Charging-Compatible-Smartphones/dp/B08RP2L2NL/ref=sr_1_131?qid=1672909130&s=electronics&sr=1-131,king shine,2021-11-16
118,https://www.amazon.in/Lapster-camera-usb2-0-External-Readers/dp/B0B4G2MWSB/ref=sr_1_132?qid=1672909130&s=electronics&sr=1-132,LS LAPSTER Quality Assured,2022-06-18
119,https://www.amazon.in/Portronics-Konnect-Functional-Resistant-Braided/dp/B0B21C4BMX/ref=sr_1_133?qid=1672909130&s=electronics&sr=1-133,Portronics,2022-05-23
120,https://www.amazon.in/Belkin-Lightning-Unbreakable-Braided-Charging/dp/B084MZXJNK/ref=sr_1_134?qid=1672909130&s=electronics&sr=1-134,Belkin,2020-03-04
121,https://www.amazon.in/Remote-Control-Compatible-Amazon-basesailor/dp/B0BHZCNC4P/ref=sr_1_135?qid=1672909130&s=electronics&sr=1-135,Tudox,2022-10-12
122,https://www.amazon.in/VW-Playwall-Frameless-Android-VW3251/dp/B0B16KD737/ref=sr_1_136?qid=1672909130&s=electronics&sr=1-136,32 Inches,2022-05-11
123,https://www.amazon.in/Hisense-inches-Certified-Android-43A6GE/dp/B099K9ZX65/ref=sr_1_137?qid=1672909130&s=electronics&sr=1-137,43 Inches,2021-07-31
124,https://www.amazon.in/Redmi-inches-Ultra-Android-L50M6-RA/dp/B08Y55LPBF/ref=sr_1_138?qid=1672909130&s=electronics&sr=1-138,50 Inches,2021-03-05
125,https://www.amazon.in/AmazonBasics-6-Feet-DisplayPort-port-Cable/dp/B015OW3M1W/ref=sr_1_140?qid=1672909130&s=electronics&sr=1-140,amazon basics,2016-02-27
126,https://www.amazon.in/AmazonBasics-Speed-Female-Extension-Cable/dp/B01D5H8ZI8/ref=sr_1_141?qid=1672909130&s=electronics&sr=1-141,amazon basics,2017-01-01
127,https://www.amazon.in/iFFALCON-inches-Ready-Smart-TV-32F53/dp/B09X1M3DHX/ref=sr_1_142?qid=1672909130&s=electronics&sr=1-142,32 Inches,2022-04-01
128,https://www.amazon.in/7SEVENTM-Universal-Replacement-Original-AKB75095303/dp/B09MM6P76N/ref=sr_1_143?qid=1672909130&s=electronics&sr=1-143,7 SEVEN,2021-11-26
129,https://www.amazon.in/AmazonBasics-3-5mm-2-Male-Adapter-cable/dp/B01D5H8LDM/ref=sr_1_144?qid=1672909130&s=electronics&sr=1-144,amazon basics,2016-04-07
130,https://www.amazon.in/Acer-inches-Ultra-Android-AR43AR2851UDFL/dp/B0B1YY6JJL/ref=sr_1_146?qid=1672909131&s=electronics&sr=1-146,43 Inches,2022-05-22
131,https://www.amazon.in/Wayona-Charging-Cable-Compatible-Samsung/dp/B09QGZM8QB/ref=sr_1_149?qid=1672909131&s=electronics&sr=1-149,Wayona,2021-02-12
132,https://www.amazon.in/SAIFSMART-Compact-Bracket-Management-Bathroom/dp/B08L4SBJRY/ref=sr_1_150?qid=1672909131&s=electronics&sr=1-150,Black,2020-10-13
133,https://www.amazon.in/USB-Cable-Micro-Type-30cm/dp/B09X79PP8F/ref=sr_1_151?qid=1672909131&s=electronics&sr=1-151,MI,2022-04-05
134,https://www.amazon.in/AmazonBasics-Lightning-USB-Cable-Certified/dp/B082T6GVG9/ref=sr_1_153?qid=1672909131&s=electronics&sr=1-153,amazon basics,2020-12-01
135,https://www.amazon.in/LG-inches-Ultra-43UQ7500PSF-Ceramic/dp/B0B3XY5YT4/ref=sr_1_154?qid=1672909131&s=electronics&sr=1-154,43 Inches,2022-06-13
136,https://www.amazon.in/pTron-3-4Amps-Multifunction-Charging-Tangle-free/dp/B0B4HKH19N/ref=sr_1_155?qid=1672909131&s=electronics&sr=1-155,pTron,2023-10-16
137,https://www.amazon.in/Cable-Certified-48Gbps-Ultra-Dynamic/dp/B08TGG316Z/ref=sr_1_156?qid=1672909131&s=electronics&sr=1-156,Ubluker,2022-08-11
138,https://www.amazon.in/LRIPL-Compatible-Bravia-Remote-Almost/dp/B071VMP1Z4/ref=sr_1_157?qid=1672909131&s=electronics&sr=1-157,LRIPL,2017-05-10
139,https://www.amazon.in/Indestructible-Type-C-Cable-Type-Phones/dp/B071SDRGWL/ref=sr_1_158?qid=1672909131&s=electronics&sr=1-158,boAt,2021-01-26
140,https://www.amazon.in/Charging-Braided-Compatible-Samsung-Galaxy/dp/B08PSQRW2T/ref=sr_1_159?qid=1672909131&s=electronics&sr=1-159,ZOUL,2020-12-06
141,https://www.amazon.in/TP-LINK-T3U-Wireless-MU-MIMO-Supports/dp/B0859M539M/ref=sr_1_160?qid=1672909131&s=electronics&sr=1-160,TP-Link,2020-03-17
142,https://www.amazon.in/LRIPL-Remote-Control-Netflix-Compatible/dp/B08RX8G496/ref=sr_1_161?qid=1672909131&s=electronics&sr=1-161,LRIPL,2021-01-01
143,https://www.amazon.in/TP-Link-TL-WN722N-150Mbps-Wireless-Adapter/dp/B002SZEOLG/ref=sr_1_162?qid=1672909131&s=electronics&sr=1-162,TP-Link,2017-01-01
144,https://www.amazon.in/Kodak-Inches-Certified-Android-32HDX7XPRO/dp/B08CS3BT4L/ref=sr_1_163?qid=1672909131&s=electronics&sr=1-163,32 Inches,2020-08-05
145,https://www.amazon.in/OXYURA-Airtel-Digital-Recording-Compatible/dp/B00RFWNJMC/ref=sr_1_164?qid=1672909131&s=electronics&sr=1-164,Airtel DigitalTV,2014-12-25
146,https://www.amazon.in/AmazonBasics-Nylon-Braided-Lightning-Cable/dp/B082T6GXS5/ref=sr_1_165?qid=1672909131&s=electronics&sr=1-165,amazon basics,2023-09-20
147,https://www.amazon.in/Ambrane-Charging-480mbps-ABCC-100-Black-Grey/dp/B09CMQRQM6/ref=sr_1_166?qid=1672909131&s=electronics&sr=1-166,Ambrane,2021-08-14
148,https://www.amazon.in/BlueRigger-Digital-Optical-Audio-Toslink/dp/B005LJQMCK/ref=sr_1_167?qid=1672909131&s=electronics&sr=1-167,BlueRigger,2012-08-04
149,https://www.amazon.in/DURACELL-Type-C-Micro-braided-Charge/dp/B09C6H53KH/ref=sr_1_168?qid=1672909131&s=electronics&sr=1-168,Duracell,2021-08-09
