user_id,product_id,rating,
AE2JTMRKTUOIVIZWS2WDGTMNTU4Q,B0BDRVFDKP,4.4,
AE2JTMRKTUOIVIZWS2WDGTMNTU4Q,B084MZXJNK,4.4,
AE2NBVHMJEM7COMHX2XJ4UPZ7D7Q,B0B5CGTBKV,3.8,
AE2NBVHMJEM7COMHX2XJ4UPZ7D7Q,B08WKFSN84,4.3,
AE2NBVHMJEM7COMHX2XJ4UPZ7D7Q,B09NNJ9WYM,3.7,
AE2NBVHMJEM7COMHX2XJ4UPZ7D7Q,B01HGCLUH6,4.2,
AE2NBVHMJEM7COMHX2XJ4UPZ7D7Q,B09BF8JBWX,3.8,
AE2NS3LUBQ33MFLYXAFBOTZOUO5Q,B0162K34H2,4.1,
AE2NS3LUBQ33MFLYXAFBOTZOUO5Q,B00P0R95EA,4.1,
AE2NS3LUBQ33MFLYXAFBOTZOUO5Q,B08SMJT55F,4.2,
AE2NS3LUBQ33MFLYXAFBOTZOUO5Q,B08PSVBB2X,4.1,
AE2NS3LUBQ33MFLYXAFBOTZOUO5Q,B07RY2X9MP,4.5,
AE2ODWBBOBD2SITDDIEJ644OSRFQ,B09HQSV46W,4.2,
AE2ODWBBOBD2SITDDIEJ644OSRFQ,B0B8CXTTG3,4.2,
AE2ODWBBOBD2SITDDIEJ644OSRFQ,B0B6F7LX4C,4.2,
AE2ODWBBOBD2SITDDIEJ644OSRFQ,B07VSG5SXZ,4.1,
AE2ODWBBOBD2SITDDIEJ644OSRFQ,B0B6F98KJJ,4.2,
AE2OFVZSIE6KSBAPG6GMKCER35LA,B07DJLFMPS,4,
AE2OFVZSIE6KSBAPG6GMKCER35LA,B0BP7XLX48,5,
AE2OFVZSIE6KSBAPG6GMKCER35LA,B07TR5HSR9,4.3,
AE2OFVZSIE6KSBAPG6GMKCER35LA,B07DJLFMPS,4,
AE2OFVZSIE6KSBAPG6GMKCER35LA,B08HDH26JX,4.2,
AE2OFVZSIE6KSBAPG6GMKCER35LA,B00LXTFMRS,4.4,
AE2PQX6JEE6UW7QB6SNEYP3TAXLQ,B015ZXUDD0,4.3,
AE2PQX6JEE6UW7QB6SNEYP3TAXLQ,B015OW3M1W,4.1,
AE2PQX6JEE6UW7QB6SNEYP3TAXLQ,B082LZGK39,4,
AE2PQX6JEE6UW7QB6SNEYP3TAXLQ,B0162LYSFS,4.1,
AE2PQX6JEE6UW7QB6SNEYP3TAXLQ,B012MQS060,4.1,
AE2PYPC3OF2HEF4NCE63FBFFFOMQ,B08DPLCM6T,4.3,
AE2PYPC3OF2HEF4NCE63FBFFFOMQ,B0994GFWBH,4,
AE2PYPC3OF2HEF4NCE63FBFFFOMQ,B08QDPB1SL,4.4,
AE2PYPC3OF2HEF4NCE63FBFFFOMQ,B09L8DSSFH,3.6,
AE2PYPC3OF2HEF4NCE63FBFFFOMQ,B0083T231O,4.5,
AE2SWHFUXPXFJLITBNYV5YGTI5LQ,B08TZD7FQN,3.7,
AE2SWHFUXPXFJLITBNYV5YGTI5LQ,B07VTFN6HM,4.4,
AE2SWHFUXPXFJLITBNYV5YGTI5LQ,B082T6GVG9,4.2,
AE2SWHFUXPXFJLITBNYV5YGTI5LQ,B0B14MR9L1,4.1,
AE2SWHFUXPXFJLITBNYV5YGTI5LQ,B06XFTHCNY,4.2,
AE2THTCCQLBIUSWPF4CPXC6GGP7Q,B0B8CXTTG3,4.2,
AE2THTCCQLBIUSWPF4CPXC6GGP7Q,B0BCKWZ884,4.3,
AE2THTCCQLBIUSWPF4CPXC6GGP7Q,B0B6F7LX4C,4.2,
AE2THTCCQLBIUSWPF4CPXC6GGP7Q,B0B6F98KJJ,4.2,
AE2THTCCQLBIUSWPF4CPXC6GGP7Q,B09HQSV46W,4.2,
AE2VXY4CFO36MDSIMPG43XHNF4GA,B0088TKTY2,4.2,
AE2VXY4CFO36MDSIMPG43XHNF4GA,B09VT6JKRP,4.1,
AE2VXY4CFO36MDSIMPG43XHNF4GA,B0B8ZKWGKD,4.3,
AE2VXY4CFO36MDSIMPG43XHNF4GA,B002SZEOLG,4.2,
AE2VXY4CFO36MDSIMPG43XHNF4GA,B008IFXQFU,4.2,
AE2YKXGI2XFOVDHNL6FF2RQAZ55A,B0974G5Q2Y,4.3,
AE2YKXGI2XFOVDHNL6FF2RQAZ55A,B07WG8PDCW,4,
AE2YKXGI2XFOVDHNL6FF2RQAZ55A,B081FJWN52,4.3,
AE2YKXGI2XFOVDHNL6FF2RQAZ55A,B09LRZYBH1,3.8,
AE2YKXGI2XFOVDHNL6FF2RQAZ55A,B081FG1QYX,4.3,
AE36KAI4PDY27JY3SBFA62OR6TFQ,B097JVLW3L,3.5,
AE36KAI4PDY27JY3SBFA62OR6TFQ,B0B6F98KJJ,4.2,
AE36KAI4PDY27JY3SBFA62OR6TFQ,B08Y55LPBF,4.2,
AE36KAI4PDY27JY3SBFA62OR6TFQ,B0141EZMAI,3.6,
AE36KAI4PDY27JY3SBFA62OR6TFQ,B00V4BGDKU,4.5,
AE37UHWDVGTD3RZUERS6DMZ73QIA,B088Z1YWBC,3.9,
AE37UHWDVGTD3RZUERS6DMZ73QIA,B09LHXNZLR,3.7,
AE37UHWDVGTD3RZUERS6DMZ73QIA,B01M4GGIVU,4.2,
AE37UHWDVGTD3RZUERS6DMZ73QIA,B01J8S6X2I,4.4,
AE37UHWDVGTD3RZUERS6DMZ73QIA,B08XMSKKMM,3.3,
AE3BO5WPWSLE4GZMDE2Y4HJYS6CA,B08498D67S,4.3,
AE3BO5WPWSLE4GZMDE2Y4HJYS6CA,B08TZD7FQN,3.7,
AE3BO5WPWSLE4GZMDE2Y4HJYS6CA,B08VGM3YMF,4.1,
AE3BO5WPWSLE4GZMDE2Y4HJYS6CA,B09L8DT7D6,3.8,
AE3BO5WPWSLE4GZMDE2Y4HJYS6CA,B09RWZRCP1,4.1,
AE3CFONNMANNC5QPYIAXV67EUYUQ,B0B8SRZ5SV,4.4,
AE3CFONNMANNC5QPYIAXV67EUYUQ,B0B15GSPQW,4.3,
AE3CFONNMANNC5QPYIAXV67EUYUQ,B092BL5DCX,4.3,
AE3CFONNMANNC5QPYIAXV67EUYUQ,B0B15CPR37,4.3,
AE3CFONNMANNC5QPYIAXV67EUYUQ,B092BJMT8Q,4.3,
AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,B07KSMBL2H,4.4,
AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,B0789LZTCJ,4.2,
AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,B08Y7MXFMK,4.2,
AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,B014I8SX4Y,4.4,
AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,B014I8SSD0,4.4,
AE3EGIT22MVVMLV2BZBQAURWSF2Q,B09MM6P76N,4.2,
AE3EGIT22MVVMLV2BZBQAURWSF2Q,B0B5CGTBKV,3.8,
AE3EGIT22MVVMLV2BZBQAURWSF2Q,B09NNGHG22,4.3,
AE3EGIT22MVVMLV2BZBQAURWSF2Q,B0B65P827P,3.9,
AE3EGIT22MVVMLV2BZBQAURWSF2Q,B0088TKTY2,4.2,
AE3GIVX24R4R67DU2MXLX24XYCIQ,B005LJQMCK,4.2,
AE3GIVX24R4R67DU2MXLX24XYCIQ,B005LJQMZC,4.2,
AE3GIVX24R4R67DU2MXLX24XYCIQ,B09PTT8DZF,3.9,
AE3GIVX24R4R67DU2MXLX24XYCIQ,B09HQSV46W,4.2,
AE3GIVX24R4R67DU2MXLX24XYCIQ,B00V4BGDKU,4.5,
AE3GY55N5USCMWLS2JIO7CZFS5FQ,B0BC9BW512,4.3,
AE3GY55N5USCMWLS2JIO7CZFS5FQ,B009P2LK08,4,
AE3GY55N5USCMWLS2JIO7CZFS5FQ,B002PD61Y4,4.1,
AE3GY55N5USCMWLS2JIO7CZFS5FQ,B0B3MMYHYW,4.2,
AE3GY55N5USCMWLS2JIO7CZFS5FQ,B0B21C4BMX,3.8,
AE3JIMEZHC22EA7YZAUQF7VOUIFQ,B07VVXJ2P5,3.6,
AE3JIMEZHC22EA7YZAUQF7VOUIFQ,B0926V9CTV,4.3,
AE3JIMEZHC22EA7YZAUQF7VOUIFQ,B01J1CFO5I,4.6,
AE3JIMEZHC22EA7YZAUQF7VOUIFQ,B09P564ZTJ,3.8,
AE3JIMEZHC22EA7YZAUQF7VOUIFQ,B094JNXNPV,4,
AE3JXOT37VQRM3R7KJNLXD35X66Q,B0B65P827P,3.9,
AE3JXOT37VQRM3R7KJNLXD35X66Q,B09ZPL5VYM,4.1,
AE3JXOT37VQRM3R7KJNLXD35X66Q,B07JW1Y6XV,4.2,
AE3JXOT37VQRM3R7KJNLXD35X66Q,B09PLD9TCD,4.2,
AE3JXOT37VQRM3R7KJNLXD35X66Q,B008IFXQFU,4.2,
AE3M4GJCTIZI347G76JF67K7NODQ,B08WKG2MWT,4.3,
AE3M4GJCTIZI347G76JF67K7NODQ,B07WDK3ZS2,4.3,
AE3M4GJCTIZI347G76JF67K7NODQ,B09B125CFJ,3.6,
AE3M4GJCTIZI347G76JF67K7NODQ,B08CDKQ8T6,4.3,
AE3M4GJCTIZI347G76JF67K7NODQ,B09P564ZTJ,3.8,
AE3MQNNHHLUHXURL5S7IAR7JTGNQ,B0B21XL94T,4.3,
AE3MQNNHHLUHXURL5S7IAR7JTGNQ,B08XXVXP3J,4.3,
AE3MQNNHHLUHXURL5S7IAR7JTGNQ,B07WDKLRM4,4.1,
AE3MQNNHHLUHXURL5S7IAR7JTGNQ,B08CF3B7N1,4.2,
AE3MQNNHHLUHXURL5S7IAR7JTGNQ,B07KSB1MLX,4,
AE3MSW6H3AL6F3ZGR5LCN5AHJO6A,B0B997FBZT,4.3,
AE3MSW6H3AL6F3ZGR5LCN5AHJO6A,B08L12N5H1,|,
AE3MSW6H3AL6F3ZGR5LCN5AHJO6A,B0B61HYR92,4.2,
AE3MSW6H3AL6F3ZGR5LCN5AHJO6A,B0B15CPR37,4.3,
AE3MSW6H3AL6F3ZGR5LCN5AHJO6A,B06XSK3XL6,4.3,
AE3NK5I2NAFOPARL2APH27FP3HBQ,B0B61GCHC1,4.3,
AE3NK5I2NAFOPARL2APH27FP3HBQ,B07WDK3ZS6,4.1,
AE3NK5I2NAFOPARL2APH27FP3HBQ,B08RZ5K9YH,4.3,
AE3NK5I2NAFOPARL2APH27FP3HBQ,B08GJNM9N7,3.7,
AE3NK5I2NAFOPARL2APH27FP3HBQ,B0BCZCQTJX,4,
AE3O6366WGEQAANKJ76QETTUQQTQ,B0994GFWBH,4,
AE3O6366WGEQAANKJ76QETTUQQTQ,B097ZQTDVZ,3.4,
AE3O6366WGEQAANKJ76QETTUQQTQ,B07KSMBL2H,4.4,
AE3O6366WGEQAANKJ76QETTUQQTQ,B014I8SX4Y,4.4,
AE3O6366WGEQAANKJ76QETTUQQTQ,B014I8SSD0,4.4,
AE3OOUCU4W42ZU6AUODMT6CN6BPA,B097ZQTDVZ,3.4,
AE3OOUCU4W42ZU6AUODMT6CN6BPA,B0974G5Q2Y,4.3,
AE3OOUCU4W42ZU6AUODMT6CN6BPA,B07WDKLRM4,4.1,
AE3OOUCU4W42ZU6AUODMT6CN6BPA,B084N1BM9L,4.4,
AE3OOUCU4W42ZU6AUODMT6CN6BPA,B08NW8GHCJ,4.3,
AE3OXM4Y3HH35IJQENWQU5RQFS7A,B09P564ZTJ,3.8,
AE3OXM4Y3HH35IJQENWQU5RQFS7A,B09YHLPQYT,4.2,
AE3OXM4Y3HH35IJQENWQU5RQFS7A,B0B3N7LR6K,4.3,
AE3OXM4Y3HH35IJQENWQU5RQFS7A,B01GGKYKQM,4.3,
AE3OXM4Y3HH35IJQENWQU5RQFS7A,B06XFTHCNY,4.2,
AE3PTJFRVU3YM5YFYN3ICDA5X6FA,B0981XSZJ7,4.3,
AE3PTJFRVU3YM5YFYN3ICDA5X6FA,B0B5B6PQCT,3.8,
AE3PTJFRVU3YM5YFYN3ICDA5X6FA,B015ZXUDD0,4.3,
AE3PTJFRVU3YM5YFYN3ICDA5X6FA,B00LY1FN1K,4.4,
AE3PTJFRVU3YM5YFYN3ICDA5X6FA,B09X1M3DHX,4.2,
AE3Q6KSUK5P75D5HFYHCRAOLODSA,B08VGM3YMF,4.1,
AE3Q6KSUK5P75D5HFYHCRAOLODSA,B08Y1TFSP6,3.9,
AE3Q6KSUK5P75D5HFYHCRAOLODSA,B09RWZRCP1,4.1,
AE3Q6KSUK5P75D5HFYHCRAOLODSA,B08CF3B7N1,4.2,
AE3Q6KSUK5P75D5HFYHCRAOLODSA,B09F9YQQ7B,4.2,
AE3T6AOS4TGSVXSZ7QPC4ANCQ3TQ,B08CYNJ5KY,4.2,
AE3T6AOS4TGSVXSZ7QPC4ANCQ3TQ,B0123P3PWE,4.1,
AE3T6AOS4TGSVXSZ7QPC4ANCQ3TQ,B08MZQBFLN,4,
AE3T6AOS4TGSVXSZ7QPC4ANCQ3TQ,B09TT6BFDX,4.5,
AE3T6AOS4TGSVXSZ7QPC4ANCQ3TQ,B0BC8BQ432,4.3,
AE3VYASU5PP6DWIZJ66PBLNM4PLQ,B07KY3FNQP,4.1,
AE3VYASU5PP6DWIZJ66PBLNM4PLQ,B09P564ZTJ,3.8,
AE3VYASU5PP6DWIZJ66PBLNM4PLQ,B0B1YY6JJL,4.3,
AE3VYASU5PP6DWIZJ66PBLNM4PLQ,B0B1NX6JTN,4.3,
AE3VYASU5PP6DWIZJ66PBLNM4PLQ,B09GFM8CGS,4.1,
AE3W6H2PP2KKMVEDIF4Z2RANULGA,B06XSK3XL6,4.3,
AE3W6H2PP2KKMVEDIF4Z2RANULGA,B01DF26V7A,4.1,
AE3W6H2PP2KKMVEDIF4Z2RANULGA,B092BL5DCX,4.3,
AE3W6H2PP2KKMVEDIF4Z2RANULGA,B098QXR9X2,4.1,
AE3W6H2PP2KKMVEDIF4Z2RANULGA,B08XNL93PL,4.3,
AE3WP33376SA5IZT4Z5P25RW5SNA,B016MDK4F4,4.2,
AE3WP33376SA5IZT4Z5P25RW5SNA,B08RZ12GKR,3.5,
AE3WP33376SA5IZT4Z5P25RW5SNA,B07B275VN9,3.7,
AE3WP33376SA5IZT4Z5P25RW5SNA,B014I8SSD0,4.4,
AE3WP33376SA5IZT4Z5P25RW5SNA,B00GGGOYEK,3.8,
AE3Y3NN5YE2ATKHWKIYW7LZ34WHA,B09GFN8WZL,4.1,
AE3Y3NN5YE2ATKHWKIYW7LZ34WHA,B0B3XY5YT4,4.3,
AE3Y3NN5YE2ATKHWKIYW7LZ34WHA,B075ZTJ9XR,4.4,
AE3Y3NN5YE2ATKHWKIYW7LZ34WHA,B09XB7DPW1,4,
AE3Y3NN5YE2ATKHWKIYW7LZ34WHA,B084MZYBTV,4.5,
AE3Y3RIVJMUAJO2ABMM6V7I5V7QQ,B0B12K5BPM,3.9,
AE3Y3RIVJMUAJO2ABMM6V7I5V7QQ,B099K9ZX65,4.1,
AE3Y3RIVJMUAJO2ABMM6V7I5V7QQ,B08QX1CC14,3.4,
AE3Y3RIVJMUAJO2ABMM6V7I5V7QQ,B0B15GSPQW,4.3,
AE3Y3RIVJMUAJO2ABMM6V7I5V7QQ,B012MQS060,4.1,
AE43KS43Y6L62UBGG6K64AD5OISA,B00LZLPYHW,4.4,
AE43KS43Y6L62UBGG6K64AD5OISA,B01GGKZ0V6,4.2,
AE43KS43Y6L62UBGG6K64AD5OISA,B01GGKZ4NU,4.2,
AE43KS43Y6L62UBGG6K64AD5OISA,B01D5H8ZI8,4.3,
AE43KS43Y6L62UBGG6K64AD5OISA,B08WRBG3XW,4.1,
AE43YOKQNGCH4SSBHBYFXDSPX6YA,B0B94JPY2N,3,
AE43YOKQNGCH4SSBHBYFXDSPX6YA,B01M4GGIVU,4.2,
AE43YOKQNGCH4SSBHBYFXDSPX6YA,B0974G5Q2Y,4.3,
AE43YOKQNGCH4SSBHBYFXDSPX6YA,B082LZGK39,4,
AE43YOKQNGCH4SSBHBYFXDSPX6YA,B09C6HWG18,4.2,
AE442FMTBZA5GS5MDBKIB76GQDXQ,B0941392C8,3.7,
AE442FMTBZA5GS5MDBKIB76GQDXQ,B005LJQMZC,4.2,
AE442FMTBZA5GS5MDBKIB76GQDXQ,B09JKNF147,4,
AE442FMTBZA5GS5MDBKIB76GQDXQ,B08CS3BT4L,4.2,
AE442FMTBZA5GS5MDBKIB76GQDXQ,B09WN3SRC7,4.7,
AE45GZLSH4SCD2YNBBHFAT7PULIA,B097JVLW3L,3.5,
AE45GZLSH4SCD2YNBBHFAT7PULIA,B09G5TSGXV,4,
AE45GZLSH4SCD2YNBBHFAT7PULIA,B07CWNJLPC,4.3,
AE45GZLSH4SCD2YNBBHFAT7PULIA,B08498D67S,4.3,
AE45GZLSH4SCD2YNBBHFAT7PULIA,B088Z1YWBC,3.9,
AE45TP5ZURNMWK6GGPJ3F75P4ZZA,B08PSVBB2X,4.1,
AE45TP5ZURNMWK6GGPJ3F75P4ZZA,B00MUTWLW4,4.4,
AE45TP5ZURNMWK6GGPJ3F75P4ZZA,B09YLYB9PB,4,
AE45TP5ZURNMWK6GGPJ3F75P4ZZA,B01HGCLUH6,4.2,
AE45TP5ZURNMWK6GGPJ3F75P4ZZA,B07DJLFMPS,4,
AE46PAL3I6SQVZG4CQR754OYQ7RA,B082T6GVLJ,4.3,
AE46PAL3I6SQVZG4CQR754OYQ7RA,B09CMM3VGK,4,
AE46PAL3I6SQVZG4CQR754OYQ7RA,B0BDYW3RN3,4.4,
AE46PAL3I6SQVZG4CQR754OYQ7RA,B07KY3FNQP,4.1,
AE46PAL3I6SQVZG4CQR754OYQ7RA,B07JF9B592,3.8,
AE47VUN3SIUKJIBG4MYPFIOCK5XA,B07KSMBL2H,4.4,
AE47VUN3SIUKJIBG4MYPFIOCK5XA,B0B3RRWSF6,4.3,
AE47VUN3SIUKJIBG4MYPFIOCK5XA,B005LJQMZC,4.2,
AE47VUN3SIUKJIBG4MYPFIOCK5XA,B07L5L4GTB,4.4,
AE47VUN3SIUKJIBG4MYPFIOCK5XA,B09NNHFSSF,3.8,
AE47XF2766XJOEOI42DVP2HMB4YQ,B08BG4M4N7,3.8,
AE47XF2766XJOEOI42DVP2HMB4YQ,B0B12K5BPM,3.9,
AE47XF2766XJOEOI42DVP2HMB4YQ,B07232M876,4.2,
AE47XF2766XJOEOI42DVP2HMB4YQ,B07XJYYH7L,3.3,
AE47XF2766XJOEOI42DVP2HMB4YQ,B08VB2CMR3,4.2,
AE47Z7OIMUONNOFNS74AL5G3SEUQ,B00AXHBBXU,4.4,
AE47Z7OIMUONNOFNS74AL5G3SEUQ,B08BG4M4N7,3.8,
AE47Z7OIMUONNOFNS74AL5G3SEUQ,B01JOFKL0A,3.9,
AE47Z7OIMUONNOFNS74AL5G3SEUQ,B07VSG5SXZ,4.1,
AE47Z7OIMUONNOFNS74AL5G3SEUQ,B08G43CCLC,4.2,
AE4CY6H2MUWSFJ66OVTV6RBJCC3Q,B084N1BM9L,4.4,
AE4CY6H2MUWSFJ66OVTV6RBJCC3Q,B09RX1FK54,4.1,
AE4CY6H2MUWSFJ66OVTV6RBJCC3Q,B09LV13JFB,3.3,
AE4CY6H2MUWSFJ66OVTV6RBJCC3Q,B084MZXJN6,4.4,
AE4CY6H2MUWSFJ66OVTV6RBJCC3Q,B002PD61Y4,4.1,
AE4DPKX5AMUCEWM4543JPWAZVA2A,B08RP2L2NL,3.5,
AE4DPKX5AMUCEWM4543JPWAZVA2A,B006LW0WDQ,4.4,
AE4DPKX5AMUCEWM4543JPWAZVA2A,B00A0VCJPI,4.2,
AE4DPKX5AMUCEWM4543JPWAZVA2A,B07WJV6P1R,4.1,
AE4DPKX5AMUCEWM4543JPWAZVA2A,B07DJLFMPS,4,
AE4ECIOVJONHQF4A4G4GYNVQNPZQ,B07Q4QV1DL,4.5,
AE4ECIOVJONHQF4A4G4GYNVQNPZQ,B088ZFJY82,4.5,
AE4ECIOVJONHQF4A4G4GYNVQNPZQ,B075DB1F13,4.4,
AE4ECIOVJONHQF4A4G4GYNVQNPZQ,B09BF8JBWX,3.8,
AE4ECIOVJONHQF4A4G4GYNVQNPZQ,B00GE55L22,4.1,
AE4G376L73UNPWICYOSYO2KNXYJA,B09H39KTTB,3.7,
AE4G376L73UNPWICYOSYO2KNXYJA,B08CZHGHKH,3.9,
AE4G376L73UNPWICYOSYO2KNXYJA,B08XMSKKMM,3.3,
AE4G376L73UNPWICYOSYO2KNXYJA,B01GGKYKQM,4.3,
AE4G376L73UNPWICYOSYO2KNXYJA,B0926V9CTV,4.3,
AE4G376L73UNPWICYOSYO2KNXYJA,B01GGKYKQM,4.3,
AE4JUNCUKPAHHGNR2OJEXJ64ZJOA,B086Q3QMFS,4.5,
AE4JUNCUKPAHHGNR2OJEXJ64ZJOA,B07GVGTSLN,4.2,
AE4JUNCUKPAHHGNR2OJEXJ64ZJOA,B0B9XN9S3W,4.3,
AE4JUNCUKPAHHGNR2OJEXJ64ZJOA,B016MDK4F4,4.2,
AE4JUNCUKPAHHGNR2OJEXJ64ZJOA,B08RZ5K9YH,4.3,
AE4KODNBVTDCZWZO4HZM4GTRERPA,B09FKDH6FS,4,
AE4KODNBVTDCZWZO4HZM4GTRERPA,B09PLD9TCD,4.2,
AE4KODNBVTDCZWZO4HZM4GTRERPA,B01GGKZ4NU,4.2,
AE4KODNBVTDCZWZO4HZM4GTRERPA,B0B4F5L738,4.1,
AE4KODNBVTDCZWZO4HZM4GTRERPA,B08HDH26JX,4.2,
AE4KODYP3MGRZS2JI6V7ZWVI5CHA,B082LSVT4B,4,
AE4KODYP3MGRZS2JI6V7ZWVI5CHA,B0926V9CTV,4.3,
AE4KODYP3MGRZS2JI6V7ZWVI5CHA,B006LW0WDQ,4.4,
AE4KODYP3MGRZS2JI6V7ZWVI5CHA,B09YV4RG4D,4.2,
AE4KODYP3MGRZS2JI6V7ZWVI5CHA,B09YL9SN9B,4.3,
AE4MORXG46LGABI76KRVGV5BCLMQ,B0B3N7LR6K,4.3,
AE4MORXG46LGABI76KRVGV5BCLMQ,B084MZXJNK,4.4,
AE4MORXG46LGABI76KRVGV5BCLMQ,B01D5H8LDM,4.4,
AE4MORXG46LGABI76KRVGV5BCLMQ,B09F6S8BT6,4.3,
AE4MORXG46LGABI76KRVGV5BCLMQ,B0994GP1CX,3.3,
AE4OJDGKLBRC3SKJV2S3AHVXBWBA,B08CT62BM1,4.3,
AE4OJDGKLBRC3SKJV2S3AHVXBWBA,B085W8CFLH,3.5,
AE4OJDGKLBRC3SKJV2S3AHVXBWBA,B09VCHLSJF,4.2,
AE4OJDGKLBRC3SKJV2S3AHVXBWBA,B00LZLPYHW,4.4,
AE4OJDGKLBRC3SKJV2S3AHVXBWBA,B0974H97TJ,4.4,
AE4QKV65VW3ZO4ZOHL6GVNGFQ53Q,B0BNDD9TN6,4.5,
AE4QKV65VW3ZO4ZOHL6GVNGFQ53Q,B085194JFL,3.7,
AE4QKV65VW3ZO4ZOHL6GVNGFQ53Q,B09G5TSGXV,4,
AE4QKV65VW3ZO4ZOHL6GVNGFQ53Q,B09ZPM4C2C,4.1,
AE4QKV65VW3ZO4ZOHL6GVNGFQ53Q,B0BDYW3RN3,4.4,
AE4VKQV43AJEZDWE4WVJWFDY6RVA,B0856HNMR7,4,
AE4VKQV43AJEZDWE4WVJWFDY6RVA,B08G43CCLC,4.2,
AE4VKQV43AJEZDWE4WVJWFDY6RVA,B01N90RZ4M,3.7,
AE4VKQV43AJEZDWE4WVJWFDY6RVA,B085194JFL,3.7,
AE4VKQV43AJEZDWE4WVJWFDY6RVA,B09X7DY7Q4,4.5,
AE4VZLYVX3UP3NDMCIFWLLDGVO2A,B097ZQTDVZ,3.4,
AE4VZLYVX3UP3NDMCIFWLLDGVO2A,B08RWCZ6SY,3.9,
AE4VZLYVX3UP3NDMCIFWLLDGVO2A,B07KSB1MLX,4,
AE4VZLYVX3UP3NDMCIFWLLDGVO2A,B09BF8JBWX,3.8,
AE4VZLYVX3UP3NDMCIFWLLDGVO2A,B09YLXYP7Y,4,
AE4W5ONOAXFJGV2L3AE72XWKSUKA,B0B15GSPQW,4.3,
AE4W5ONOAXFJGV2L3AE72XWKSUKA,B07JNVF678,4.2,
AE4W5ONOAXFJGV2L3AE72XWKSUKA,B07T5DKR5D,3.5,
AE4W5ONOAXFJGV2L3AE72XWKSUKA,B09X7DY7Q4,4.5,
AE4W5ONOAXFJGV2L3AE72XWKSUKA,B08L4SBJRY,4,
AE4WVGQ3VRHKHQN3CNM7NCZL3BBA,B09Y14JLP3,4.1,
AE4WVGQ3VRHKHQN3CNM7NCZL3BBA,B00MUTWLW4,4.4,
AE4WVGQ3VRHKHQN3CNM7NCZL3BBA,B0BMXMLSMM,4.5,
AE4WVGQ3VRHKHQN3CNM7NCZL3BBA,B002SZEOLG,4.2,
AE4WVGQ3VRHKHQN3CNM7NCZL3BBA,B0819HZPXL,4.4,
AE4YGDAAZX7ZDDGP4BTONW72CMIA,B0BFWGBX61,4.1,
AE4YGDAAZX7ZDDGP4BTONW72CMIA,B08FN6WGDQ,4,
AE4YGDAAZX7ZDDGP4BTONW72CMIA,B01HGCLUH6,4.2,
